Class,Order,Family,Genus,Species,Common_name,Location,Country,Region,Latitude,Longitude,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome
Aves,Ciconiiformes,Ciconiidae,Ciconia,ciconia,White stork,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Spatula,querquedula,Garganey,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Little ringed plover,"Fleuve Benoue, Kysmatary, Lac Ndekeha & Parc National de Waza logone, Cameroon",Cameroon,Africa,6.14639,12.60472,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical floodplain rivers and wetland complexes,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Spatula,querquedula,Garganey,Czech Republic,Czech Republic,Europe,49.75,15,Terrestrial,Palearctic,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,evermanni,Kamchatka flounder,Bering Sea,United States,North America,60,-175,Marine,NULL,NULL,NULL,NULL,Pacific north temperate,North Pacific Ocean,Unknown
Mammalia,Carnivora,Otariidae,Arctocephalus,gazella,Antarctic fur seal,Heard Island,Heard Island And McDonald Islands,Antarctic,-53,73.5,Marine,NULL,NULL,NULL,NULL,South temperate and Antarctic,Indian Ocean,Polar seas
Aves,Passeriformes,Laniidae,Lanius,minor,Lesser grey shrike,"Girona, Spain",Spain,Europe,42.27833,3.1225,Terrestrial,Palearctic,"Mediterranean forests, woodlands and scrub",NULL,NULL,NULL,NULL,NULL
Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Spotted dolphin,Eastern tropical Pacific (north east offshore population),International Waters,International Waters,5,-120,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,North Pacific Ocean,Unknown
Mammalia,Cetacea,Delphinidae,Stenella,longirostris,Eastern spinner dolphin,Eastern tropical Pacific (north east offshore population),International Waters,International Waters,5,-120,Marine,NULL,NULL,NULL,NULL,Tropical and subtropical Indo-Pacific,North Pacific Ocean,Unknown
Aves,Passeriformes,Laniidae,Lanius,minor,Lesser grey shrike,Montpellier,France,Europe,43.51222,3.65417,Terrestrial,Palearctic,"Mediterranean forests, woodlands and scrub",NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Laniidae,Lanius,minor,Lesser grey shrike,Aude,France,Europe,43.26472,3.1475,Terrestrial,Palearctic,"Mediterranean forests, woodlands and scrub",NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,Coastal wetlands of Southern Benin (9 locations),Benin,Africa,6.36667,2.35,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical coastal rivers,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Egretta,garzetta,Little egret,Coastal wetlands of Southern Benin (9 locations),Benin,Africa,6.36667,2.35,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical coastal rivers,NULL,NULL,NULL
Aves,Coraciiformes,Alcedinidae,Ceryle,rudis,Pied kingfisher,Coastal wetlands of Southern Benin (9 locations),Benin,Africa,6.36667,2.35,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical coastal rivers,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Milvus,migrans,Black kite,Coastal wetlands of Southern Benin (9 locations),Benin,Africa,6.36667,2.35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,fiber,European beaver / Eurasian beaver,Belarus,Belarus,Asia,53,28,Freshwater,NULL,NULL,Palearctic,Temperate floodplain rivers and wetlands,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,fiber,European beaver / Eurasian beaver,Estonia,Estonia,Europe,59,26,Freshwater,NULL,NULL,Palearctic,Temperate coastal rivers,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,fiber,European beaver / Eurasian beaver,Finland,Finland,Europe,64,26,Freshwater,NULL,NULL,Palearctic,Polar freshwaters,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,canadensis,Beaver,Finland,Finland,Europe,64,26,Freshwater,NULL,NULL,Palearctic,Polar freshwaters,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,fiber,European beaver / Eurasian beaver,Latvia,Latvia,Europe,57,25,Freshwater,NULL,NULL,Palearctic,Temperate coastal rivers,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Dendrocygna,bicolor,Fulvous whistling-duck,"Hadejia-Nguru Wetlands, Nigeria",Nigeria,Africa,12.83333,10.85,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Sarkidiornis,melanotos,Combe duck / Knob-billed duck,"Hadejia-Nguru Wetlands, Nigeria",Nigeria,Africa,12.83333,10.85,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Nettapus,auritus,African pygmy-goose,"Hadejia-Nguru Wetlands, Nigeria",Nigeria,Africa,12.83333,10.85,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,fiber,European beaver / Eurasian beaver,Lithuania,Lithuania,Europe,56,24,Freshwater,NULL,NULL,Palearctic,Temperate floodplain rivers and wetlands,NULL,NULL,NULL
Mammalia,Rodentia,Castoridae,Castor,fiber,European beaver / Eurasian beaver,Poland,Poland,Europe,52,20,Freshwater,NULL,NULL,Palearctic,Temperate floodplain rivers and wetlands,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,British Columbia,Canada,North America,55,-125,Terrestrial,Nearctic,Temperate coniferous forests,NULL,NULL,NULL,NULL,NULL
Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Diamondback terrapin,"Fiddler Creek, Kiawah River, Kiawah Island, Charleston County, South Carolina",United States,North America,32.60194,-80.13722,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Sudan,Sudan,Africa,15,30,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Botswana,Botswana,Africa,-22,24,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Namibia,Namibia,Africa,-22,17,Terrestrial,Afrotropical,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Swaziland,Swaziland,Africa,-26.5,31.5,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Southern white rhinoceros / Northern white rhinoceros,Zambia,Zambia,Africa,-15,30,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Diamondback terrapin,"Terrapin Creek, Kiawah River, Kiawah Island, Charleston County, South Carolina",United States,North America,32.60194,-80.13472,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Diamondback terrapin,"Oyster Creek, Kiawah River, Kiawah Island, Charleston County, South Carolina",United States,North America,32.58806,-80.13944,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Reptilia,Testudines,Emydidae,Malaclemys,terrapin,Diamondback terrapin,"Sandy Creek, Kiawah River, Kiawah Island, Charleston County, South Carolina",United States,North America,32.60361,-80.12556,Freshwater,NULL,NULL,Nearctic,Temperate coastal rivers,NULL,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,"Lake Ashenghe, Ethiopia",Ethiopia,Africa,12.58333,39.5,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Alopochen,aegyptiaca,Egyptian goose,Lake Ashenghe Ethiopia,Ethiopia,Africa,12.58333,39.5,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Mareca,penelope,Eurasian wigeon,"Lake Ashenghe, Ethiopia",Ethiopia,Africa,12.58333,39.5,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Spatula,clypeata,Northern shoveler,Lake Ashenghe Ethiopia,Ethiopia,Africa,12.58333,39.5,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,Lake Ashenghe Ethiopia,Ethiopia,Africa,12.58333,39.5,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,acuta,Common pintail / Northern pintail,"Lake Ashenghe, Ethiopia",Ethiopia,Africa,12.58333,39.5,Freshwater,NULL,NULL,Afrotropical,Xeric freshwaters and endorheic basins,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Angola,Angola,Africa,-6.26472,12.78167,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Botswana,Botswana,Africa,-22,24,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,northern Cameroon,Cameroon,Africa,6,12,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Central African Republic,Central African Republic,Africa,7,21,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Western Chad,Chad,Africa,12.72472,14.90417,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Ethiopia,Ethiopia,Africa,8,38,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,"Liwonde National Park, Malawi",Malawi,Africa,-14.86694,35.335,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Mozambique,Mozambique,Africa,-18.25,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Namibia,Namibia,Africa,-22,17,Terrestrial,Afrotropical,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,"Akagera National Park, Rwanda",Rwanda,Africa,-1.63694,30.70917,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Somalia,Somalia,Africa,6,48,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Sudan,Sudan,Africa,15,30,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Swaziland,Swaziland,Africa,-26.5,31.5,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Tanzania,"Tanzania, United Republic Of",Africa,-6,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,Zambia,Zambia,Africa,-15,30,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus,Common caiman / Babilla,"Laguna 1, Corregimento de Puerto Viejo, Municipio de Santiago de Tolú, Departamento de Sucre, Costa Norte Colombiana",Colombia,Latin America and Caribbean,9.46667,-75.58333,Freshwater,NULL,NULL,Neotropical,Tropical and subtropical upland rivers,NULL,NULL,NULL
Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus,Common caiman / Babilla,"Laguna 2, Corregimento de Puerto Viejo, Municipio de Santiago de Tolú, Departamento de Sucre, Costa Norte Colombiana",Colombia,Latin America and Caribbean,9.46667,-75.58333,Freshwater,NULL,NULL,Neotropical,Tropical and subtropical upland rivers,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,11 protected areas in India,India,Asia,20,77,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Sarcogyps,calvus,Red-headed vulture,11 protected areas in India,India,Asia,20,77,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,"National Superior Forest, North-eastern Minnesota",United States,North America,48,-92,Terrestrial,Nearctic,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Ciconiiformes,Ardeidae,Egretta,garzetta,Little egret,"Densu Delta, Panbros Salt Pans, Ghana",Ghana,Africa,5.51667,-0.31667,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical coastal rivers,NULL,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,lupus,Grey wolf / Gray wolf,"National Superior Forest, North-eastern Minnesota",United States,North America,48,-92,Terrestrial,Nearctic,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,Black-winged stilt,"Densu Delta, Panbros Salt Pans, Ghana",Ghana,Africa,5.51667,-0.31667,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical coastal rivers,NULL,NULL,NULL
Aves,Charadriiformes,Laridae,Sternula,albifrons,Little tern,"Densu Delta, Panbros Salt Pans, Ghana",Ghana,Africa,5.51667,-0.31667,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Thalasseus,maximus,Royal tern,"Densu Delta, Panbros Salt Pans, Ghana",Ghana,Africa,5.51667,-0.31667,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis,Sandwich tern,"Densu Delta, Panbros Salt Pans, Ghana",Ghana,Africa,5.51667,-0.31667,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Bhangar Nallah, Pakistan",Pakistan,Asia,30.07222,70.92833,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,Curlew sandpiper,"Keta Lagoon Complex, Salt Pans, Ghana",Ghana,Africa,5.91667,-0.83333,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Scolopacidae,Calidris,minuta,Little stint / Lesser stint,"Keta Lagoon Complex, Salt Pans, Ghana",Ghana,Africa,5.91667,-0.83333,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Common ringed plover / Ringed plover,"Keta Lagoon Complex, Salt Pans, Ghana",Ghana,Africa,5.91667,-0.83333,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Charadriidae,Charadrius,pecuarius,Kittlitz's plover / Kittlitz's sandplover,"Keta Lagoon Complex, Salt Pans, Ghana",Ghana,Africa,5.91667,-0.83333,Marine,NULL,NULL,NULL,NULL,Atlantic tropical and subtropical,North Atlantic Ocean,Unknown
Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,Black-winged stilt,"Keta Lagoon Complex, Salt Pans, Ghana",Ghana,Africa,5.91667,-0.83333,Freshwater,NULL,NULL,Afrotropical,Tropical and subtropical coastal rivers,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Burala Branch Canal, Pakistan",Pakistan,Asia,31.28194,73.46444,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Changa Manga (whole site) , Pakistan",Pakistan,Asia,31.08111,74.0025,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Cheniot, Pakistan",Pakistan,Asia,31.67944,72.91389,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Chitchawatni, Pakistan",Pakistan,Asia,30.54833,72.68333,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Dholewala (whole site), Pakistan",Pakistan,Asia,30.62361,70.90639,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Dhoorgadro, Pakistan",Pakistan,Asia,25.43,70.52,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Dinga Nallah, Pakistan",Pakistan,Asia,30.00028,70.96222,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Duphar Plantation , Pakistan",Pakistan,Asia,32.42972,73.15722,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Head Islam, Pakistan",Pakistan,Asia,29.80056,72.54417,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Head Panjnad, Pakistan",Pakistan,Asia,29.31583,71.035,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Head Trimu, Pakistan",Pakistan,Asia,31.11889,72.04528,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
